rowkey,id,name,gender,address,first_visit
313379,2051,"Delma Orlando","MALE","15916 Burning Pebble Glade","06/17/2013"
598300,8852,"Gwendolyn Fisher","FEMALE","80357 Little Bridge Byway","06/05/2013"
341430,6885,"Velda Tremper","MALE","65835 Sunny Bluff Haven","05/13/2013"
418325,7137,"Leo Brown","FEMALE","88487 Lonely Autumn Point","05/30/2013"
562257,7362,"Jewel Vazquez","FEMALE","84357 Square Mountain Trail","06/29/2013"
383042,2038,"Juliet Strange","FEMALE","86424 Quiet Timber Bend","02/06/2013"
346042,1005,"Cindy Azevedo","MALE","0 Quaint View Chase","06/15/2013"
551228,315,"Alice Fisher","FEMALE","26774 Sleepy Oak Drive","01/12/2013"
278955,1746,"Jessica Lamb","MALE","35080 Harvest Panda Falls","04/10/2013"
255829,1438,"Regina Champ","MALE","29189 High Anchor Crest","01/05/2013"
102420,3627,"George Walker","FEMALE","4107 Gentle Beaver Park","06/04/2013"
301009,6565,"Kimberly Phillips","FEMALE","1055 Broad Barn Knoll","08/23/2012"
169181,5143,"Jesus Moore","FEMALE","44913 Honey Pebble Meadow","06/19/2013"
315197,7047,"Emily Silver","FEMALE","43030 Emerald Hills Trail","07/02/2013"
526734,1256,"Gail Bussiere","OTHER","82611 Big River Circle","07/29/2013"
302418,1609,"Kevin Ware","MALE","9314 Blue Spring Villa","07/18/2013"
231844,3299,"Scott Anderson","MALE","99592 Cold Rock Circle","04/04/2013"
345708,2320,"Sharon Caldwell","FEMALE","44352 Big Pebble Alcove","07/25/2013"
158649,358,"James Lewis","FEMALE","16660 Small Shadow Run","05/06/2013"
441751,7268,"Michael Billie","MALE","75887 Iron Rise Ramble","07/27/2013"
434043,4665,"Gertrude Yoshida","MALE","8273 Small Robin Dell","07/06/2013"
376469,9922,"Henry Wright","MALE","5906 Umber Beacon Mews","05/18/2013"
123175,8242,"Cheryl Seward","MALE","6088 Lost Pond Saunter","06/27/2013"
164926,9925,"Denise Shewmaker","MALE","4387 Dewy Stone Ramble","02/11/2013"
575578,2009,"Kevin Clarkson","FEMALE","62020 Sandy Prairie Cut","06/02/2013"
461509,4900,"Irene Couch","FEMALE","146 Lone Zephyr Byway","04/02/2013"
449132,3246,"Stuart Davis","MALE","11829 Cotton Bluff Hollow","06/07/2013"
188375,928,"Rebecca Sison","MALE","82039 Small Flower Falls","07/24/2013"
243460,4567,"Annie Steinhauer","MALE","1936 Quaking Berry Summit","03/03/2013"
164450,1640,"Amanda Williams","FEMALE","86729 Rough Quail Valley","06/25/2013"
449629,3959,"Brenda Perry","FEMALE","86426 Emerald Pumpkin Bayou","07/11/2013"
475948,5843,"Arthur Roth","MALE","84625 Dewy Berry Point","06/28/2013"
87460,691,"Elissa Lee","MALE","69439 Sweet Flower Alcove","07/25/2013"
317353,212,"Michael Whelan","FEMALE","56323 Silent Autumn Nook","07/21/2013"
540853,5504,"Joseph Blanco","FEMALE","19288 Pretty Feather Round","03/28/2013"
232980,4107,"Bernardo Carlson","FEMALE","12006 Middle Forest Dell","11/07/2012"
189266,8820,"Jacqueline Pendergrass","FEMALE","23249 Pretty Snake Acres","07/03/2013"
128196,7845,"Charles Thompson","MALE","8173 Sweet Nest Trace","12/13/2012"
340664,9156,"Pedro Bynum","MALE","41153 Dewy Diamond Cove","05/08/2013"
350286,441,"Chris Keene","FEMALE","59762 Cold Sky Shoal","06/23/2013"
50100,9987,"Major Guerrero","MALE","16767 Bent Bridge Shoal","06/29/2013"
84129,1311,"John Williams","MALE","11259 Blue Axe Vista","05/07/2013"
563021,1443,"Daniel Carlile","MALE","26827 Velvet Nectar Villa","07/19/2013"
50854,5416,"Barbara Lewin","FEMALE","92384 Merry Nest Road","07/07/2013"
50679,8190,"Daniel Harvey","FEMALE","91753 Harvest Creek Isle","06/25/2013"
96659,6998,"Laurie Summey","MALE","6432 Golden Chestnut Place","06/06/2013"
191138,2660,"Melvin Patricio","MALE","21005 Cozy Harbor Saunter","07/19/2013"
94269,8779,"Cathrine Martinez","FEMALE","47587 Rocky River Quay","06/10/2013"
58996,5166,"Larry Rivera","FEMALE","4688 White Prairie Chase","03/04/2013"
243202,1276,"Mickey Gaines","MALE","4004 Pearl Mountain Ridge","06/02/2013"
300443,8247,"Willie Lee","FEMALE","32155 Tawny Willow Drive","05/06/2013"
113927,9886,"Ernest Francis","MALE","14026 Velvet Autumn Highlands","06/23/2013"
245395,3246,"Scott Loyd","MALE","33271 Bright Beaver Pass","07/20/2013"
233198,3654,"Roberto Matthews","MALE","29610 Thunder Nest Turn","04/02/2013"
346750,7930,"Patricia Hornsby","FEMALE","565 Dewy Horse Stroll","07/05/2013"
314504,8582,"Maribel Linney","MALE","71333 Grand Island Wander","07/18/2013"
456433,7619,"Alexa George","MALE","5328 Sweet Pine Manor","01/23/2013"
565372,6578,"Amy Nguyen","FEMALE","51129 Easy Spring Terrace","05/29/2013"
223944,5206,"Issac Welsh","MALE","15650 Fallen Peach Heights","06/18/2013"
397859,8171,"James Dufour","MALE","77428 Merry River Crest","05/29/2013"
582325,7963,"Jesse Tanner","FEMALE","39310 Harvest Crow Gardens","01/20/2013"
432244,1682,"Terry Lester","MALE","11663 Cold River Grove","06/10/2013"
265910,3686,"Catrina Peterson","FEMALE","49141 Dewy Gate Edge","04/13/2013"
214001,8615,"Milton Goodwin","FEMALE","33448 Quiet Pumpkin Circle","06/16/2013"
415632,6105,"Ilse Bell","MALE","97378 High Castle Glen","07/04/2013"
279903,3692,"Michael Carrington","FEMALE","12935 Twin Deer Highlands","04/16/2013"
253752,9564,"Betty Terrell","FEMALE","572 Easy Squirrel Gardens","05/21/2013"
316563,2655,"Trista Blake","FEMALE","497 Emerald Treasure Trek","04/29/2013"
556268,4291,"Adam Cooley","FEMALE","4217 Gentle Harbor Glade","07/12/2013"
443818,6976,"William Huntington","MALE","74583 Pied Castle Woods","07/16/2013"
353685,8481,"William French","MALE","9652 Cinder Forest Bluff","04/30/2013"
356178,1160,"Brandon Smith","MALE","72270 Hush Nectar Run","05/23/2013"
121230,8372,"Sarah Olander","MALE","10293 Bent Peach Knoll","05/02/2013"
488520,7549,"Gregory Reeves","MALE","68586 Misty Peach Falls","06/21/2013"
327696,1138,"Gene Tyndall","FEMALE","81481 Sandy Pony Ramble","05/30/2013"
558720,5357,"Kathleen Jeffers","MALE","76442 Heather Pumpkin Trace","01/28/2013"
411850,3879,"Dixie Jeffers","MALE","39094 High Mountain Edge","07/12/2013"
473318,718,"Sandra Cruz","MALE","19602 Iron Berry Heights","06/28/2013"
505366,1356,"Edward Rosamond","FEMALE","4959 Lazy Pine Pass","04/19/2013"
407659,5637,"Derek Jacobs","MALE","1493 Colonial Dove Trail","04/19/2013"
422152,918,"Betty Taylor","FEMALE","10436 Tawny Anchor Park","07/19/2013"
254007,7174,"Gregory Kepler","MALE","68719 Lost Flower Chase","12/29/2012"
433647,3863,"Raymond Raymond","MALE","23824 Bright Pine Chase","07/21/2013"
317986,7449,"John Mcpherson","MALE","4461 Dewy Pioneer Shoal","07/25/2013"
359654,6570,"James Landwehr","MALE","84514 Birch Stone Field","04/17/2013"
68455,4784,"Gerald White","FEMALE","80202 Lonely Nectar Landing","04/05/2013"
586156,7416,"Martin Lor","FEMALE","71425 Misty Lake Grove","05/18/2013"
437125,6962,"Antonio Smolen","FEMALE","21010 Auburn Diamond Road","05/11/2013"
367112,8378,"Michael Elam","MALE","1288 High Creek Arbor","05/23/2013"
428972,3303,"Isabel Watkins","MALE","9904 Hush Flower Twist","02/17/2013"
220903,8103,"Malcolm Garza","MALE","57680 Green Grove Journey","06/16/2013"
358087,5242,"Barbara Booker","MALE","118 Birch Treasure Saunter","04/28/2013"
574214,8927,"Jennie Boyd","MALE","69359 Broad Creek Saunter","05/10/2013"
396580,251,"Florence Duran","FEMALE","56373 Velvet Prairie Niche","10/20/2012"
70852,7166,"George Velasco","MALE","40541 Pied Bird Chase","04/07/2013"
364331,2837,"Randy Albano","FEMALE","32384 Middle Dale Gate","07/22/2013"
253072,1647,"Bernice Barnett","FEMALE","32292 Dewy Turtle Dale","04/14/2013"
335465,4274,"Eric Bernstein","MALE","24175 Blue Treasure Woods","06/05/2013"
344628,8484,"Anthony Sorrell","MALE","9124 Clear Beacon Lane","06/18/2013"
173878,6417,"Juanita Williams","MALE","11798 Quiet Embers Glade","07/09/2013"
238617,9689,"Larry Smith","FEMALE","38685 Easy Log Road","04/17/2013"
220599,1826,"Edwin Fields","OTHER","29005 Red Blossom Terrace","04/23/2013"
344266,8127,"Russell Roberts","FEMALE","31683 Dusty Sky Lane","01/15/2013"
505466,1378,"Harlan Robichaud","FEMALE","115 Rose Crow Canyon","07/09/2013"
508301,1684,"Andres Jeffries","FEMALE","57241 Gentle Mill Hollow","04/18/2013"
483734,2871,"June Angeles","MALE","239 Misty Axe Stroll","06/24/2013"
176406,7155,"Susan Hynes","FEMALE","68732 Big Turtle Trace","04/17/2013"
474336,8515,"Felix Bowie","MALE","24836 Cool Cider Trail","04/19/2013"
464028,5966,"Roderick Guido","MALE","2850 Quaking Spring Circle","01/26/2013"
81636,9177,"April Valdovinos","MALE","58754 Happy Blossom Trek","01/25/2013"
461588,784,"William Oakman","FEMALE","48784 Colonial Deer Vista","12/09/2012"
268981,6057,"Barbara Bright","MALE","71164 Orange Blossom Terrace","05/30/2013"
303613,6909,"Robert Knight","FEMALE","27 Velvet Feather Park","04/29/2013"
264301,3195,"Andrew Perez","FEMALE","23662 Bent Horse Swale","05/16/2013"
181958,3541,"Modesta Carter","FEMALE","23907 Crystal Diamond Journey","09/22/2012"
317643,4816,"Bill Lott","FEMALE","215 Bright Holly Bank","04/23/2013"
188079,3011,"Delana Montiel","FEMALE","28821 Sweet Fox Turn","05/29/2013"
507753,8050,"Sheryl Atkinson","MALE","45093 Windy Autumn Chase","07/24/2013"
178572,3267,"Deedra Betts","MALE","37076 Stony Lamb Saunter","12/11/2012"
422570,472,"Art Escobar","FEMALE","30582 Sweet Rabbit Highlands","04/25/2013"
527266,6201,"Russell Cooper","FEMALE","93746 Velvet Spring Manor","07/13/2013"
540919,4668,"Sharon Green","MALE","44478 Quaking Fox Pass","05/17/2013"
404975,4160,"Andres Ellenburg","MALE","49117 Clear Deer Bayou","04/30/2013"
270008,9608,"Brian Pope","MALE","84616 High Dale Path","06/29/2013"
178205,9136,"Trinidad James","FEMALE","1728 Green Anchor Ridge","06/12/2013"
208177,9360,"Lawrence May","FEMALE","37523 Silver Acorn Falls","07/23/2013"
139785,9082,"Ofelia Sotelo","MALE","36304 Clear Pebble Drive","09/23/2012"
524123,2357,"Ralph Watkins","FEMALE","10861 Honey Chestnut Gate","06/17/2013"
252251,1251,"Naomi Nickel","FEMALE","96045 Lone Squirrel Lagoon","10/05/2012"
269846,4749,"Cheryl Talty","FEMALE","12484 Rough Fawn Cut","02/05/2013"
251340,6830,"Hilda Simons","MALE","58010 High Brook Cut","04/22/2013"
489599,7583,"Aubrey Riley","MALE","77371 Sleepy Chestnut Avenue","01/31/2013"
309557,8732,"Greg Kessler","MALE","51117 White Castle Lagoon","02/27/2013"
187724,3218,"Isabel Robinson","FEMALE","373 Dewy Beacon Woods","07/22/2013"
88104,1752,"John Morales","FEMALE","33718 Sweet Lamb Farms","07/17/2013"
284433,5791,"John Dunn","MALE","19799 Strong Holly Wander","11/24/2012"
273287,8317,"Lucretia Martinez","FEMALE","58753 Indian Beacon Twist","05/20/2013"
157879,174,"Judy Collins","MALE","34724 Emerald Mill Dell","05/03/2013"
308921,462,"Betty Phillip","MALE","8669 Thunder Pumpkin Jetty","07/03/2013"
82175,783,"Juan Larson","MALE","17182 Easy Anchor Point","05/30/2013"
360535,4806,"Heather Beall","FEMALE","35926 Thunder Fox Acres","11/11/2012"
283489,9008,"Natalie Jackson","FEMALE","19724 Ivory Leaf Round","07/15/2013"
504020,6749,"Mary Inman","FEMALE","238 Happy Fox Glen","02/27/2013"
208863,1393,"Anthony Darden","FEMALE","2377 Tawny Willow Round","04/20/2013"
402037,6538,"Danny Jones","MALE","2869 Noble Bluff Stead","05/21/2013"
548772,7908,"Arlene Fane","MALE","21304 Cool Bear Vista","03/22/2013"
67455,7628,"Adele Jackson","FEMALE","1508 Umber Elk Falls","06/23/2013"
110708,5733,"Jerry Miller","FEMALE","58079 Rocky Oak View","03/13/2013"
225876,6738,"Bethany Cooley","FEMALE","9651 Silent Wagon Acres","03/23/2013"
257930,6391,"Jennifer Votaw","FEMALE","90236 Hidden Fox Knoll","05/13/2013"
403232,3583,"Charles Kingsley","FEMALE","36680 Colonial Castle Trek","07/24/2013"
138062,5259,"Elsie Butler","MALE","4883 Indian Pony Corner","03/09/2013"
249210,1056,"Harvey Bangs","FEMALE","74609 Still Fox Bend","05/21/2013"
163971,1087,"Mary Binkley","MALE","45939 Colonial Feather Villa","02/07/2013"
132217,3530,"Linda Hidalgo","MALE","48344 Tender Berry Trail","12/20/2012"
221636,8632,"Kimberlie Anderson","FEMALE","135 Crystal Brook Lane","07/05/2013"
195406,8055,"Marion Estrada","MALE","40773 Dusty Axe Rove","10/17/2012"
127086,3285,"Jimmy Cambell","MALE","16551 Honey Goat Terrace","09/27/2012"
336318,1143,"Eugene Harris","FEMALE","16247 Blue Bluff Chase","12/17/2012"
459847,3052,"Tommy Patchell","FEMALE","1947 Honey Log Villa","06/20/2013"
110804,9805,"John Montgomery","FEMALE","34364 Sleepy Feather Trek","03/15/2013"
302957,8507,"John Carter","MALE","66203 Calm Feather Lane","05/03/2013"
546430,6614,"Judy Baldwin","MALE","11190 Lone Pioneer Glen","07/22/2013"
368885,7387,"Janet Montoya","MALE","82504 Round Chestnut Knoll","05/11/2013"
579608,1200,"Mary Walker","FEMALE","85419 Lazy Nest Glen","05/07/2013"
562765,2177,"Jean Collins","FEMALE","7773 Pearl Rabbit Bank","05/13/2013"
294441,3296,"Tanisha Smith","FEMALE","80805 Jagged Hickory Rove","07/23/2013"
225044,7855,"Jose Herold","MALE","14210 Foggy Pony Isle","05/24/2013"
172894,4276,"Samuel Hawkins","MALE","144 Thunder Beaver Gardens","06/08/2013"
395793,5716,"Annie Porter","FEMALE","3126 Lazy Quail Mews","04/04/2013"
332984,9028,"Bruce Meeks","FEMALE","5310 Burning Snake Ledge","07/23/2013"
137737,3813,"John Jones","MALE","66289 Thunder Cider Ridge","07/12/2013"
169224,5519,"Tamara Johnson","MALE","53870 Cozy Snake Trace","01/20/2013"
462805,293,"Melissa Garza","FEMALE","4146 Old Shadow Circle","01/14/2013"
56279,7607,"Nicholas Nichols","MALE","90371 Merry Chestnut Terrace","07/18/2013"
462417,2489,"Stacey Rosales","FEMALE","68869 Fallen Hickory Stroll","05/22/2013"
235537,508,"David Cordeiro","MALE","179 Lost Maple Trail","06/30/2013"
212819,8530,"Jamie Palmer","MALE","33664 Broad Pony Villa","07/05/2013"
199310,8300,"Sandra Haubert","FEMALE","41250 Happy Lake Lane","05/01/2013"
188199,4133,"Mia Escobedo","FEMALE","10524 Cold Blossom Street","05/01/2013"
438905,8071,"William Holt","MALE","3718 Pied Goat Bayou","12/28/2012"
524669,6135,"Brittany Lee","MALE","16111 Quaking Butternut Highlands","12/04/2012"
261433,1018,"Deborah Satterfield","MALE","37412 Strong Nectar Gardens","06/22/2013"
569646,3724,"Dorothy Costanzo","MALE","23949 Pretty View Park","04/18/2013"
55995,2275,"Jackie Lillie","FEMALE","5627 Noble Cottage Highlands","07/27/2013"
329259,6276,"Steven Peterson","MALE","30807 Quiet Harbor Trace","04/27/2013"
588591,9746,"Elizabeth Cavanaugh","FEMALE","1329 Long Elk Dale","03/01/2013"
134852,8010,"Richard Lafferty","FEMALE","879 Merry Barn Road","07/11/2013"
587934,7860,"Robert Moore","FEMALE","1 Twin Brook Nook","02/19/2013"
247513,8887,"Mary Lott","MALE","92864 Tender Rabbit Bayou","04/23/2013"
554212,9071,"Doris Lanning","MALE","42861 Jagged Harbor Terrace","07/27/2013"
514325,6619,"Glenn Buchanan","MALE","31187 Crimson Pond Summit","07/09/2013"
267656,5541,"Maria Edwards","MALE","24993 Bent Log Isle","06/29/2013"
481245,7417,"Lucia Parker","MALE","53865 Red Goose Shoal","07/09/2013"
335191,182,"Mabel Johnson","MALE","18801 Amber Nut Falls","06/21/2013"
572262,2669,"Kim Anderson","MALE","82741 Velvet Nest Falls","07/02/2013"
421013,4244,"Rose Wheeler","FEMALE","3547 Sunny Chestnut Landing","07/18/2013"
413295,1097,"Delores Altman","FEMALE","36824 Hidden Robin Shoal","07/03/2013"
462840,1573,"William Guertin","MALE","53538 Pretty Grove Flats","07/12/2013"
539706,6688,"Elyse Fulkerson","MALE","34501 Crystal Acorn Mews","03/02/2013"
195190,5877,"Kelly Hunger","MALE","28639 Round Log Farms","04/26/2013"
586074,4393,"Sylvia Gillingham","MALE","77447 Auburn Holly Bend","06/22/2013"
226121,5093,"Diane Papineau","FEMALE","65406 Lost Barn Summit","07/08/2013"
105246,372,"Katherine Lowe","FEMALE","23641 Cold Maple Valley","03/03/2013"
74928,3956,"Danna Epps","MALE","65064 Long View Niche","02/15/2013"
150293,8849,"Christine Scott","MALE","12763 Dusty Branch Arbor","06/03/2013"
86706,904,"Danny Grenier","MALE","51520 Cold Flower Summit","02/19/2013"
413144,6524,"Karen Stewart","MALE","17702 Dusty Lake Dale","02/26/2013"
178584,8517,"Robert Martinez","MALE","7065 Stony Butterfly Glen","05/12/2013"
386364,682,"Chastity Marchetti","MALE","59 Honey Snake Avenue","02/15/2013"
587207,7103,"Crystal Folks","FEMALE","27256 Honey Goat Ramble","04/28/2013"
288863,8846,"Dana Pitts","MALE","84041 Noble Beacon Pace","07/11/2013"
412873,3480,"Mario Lopez","FEMALE","0 Rose Shadow Cut","05/19/2013"
141165,2029,"Barbara Park","MALE","40205 Shady View Lace","07/11/2013"
100372,2742,"Frank Lambert","MALE","16446 Little Spring Promenade","03/30/2013"
212867,505,"Cindy Shultz","FEMALE","52939 Harvest Pebble Wander","06/14/2013"
318067,956,"David Desilva","MALE","2426 Tawny Goat Glen","06/10/2013"
409672,8023,"Dolores Kline","MALE","70045 Quaint Dale Canyon","06/17/2013"
574470,6819,"Tomas Irvin","MALE","18539 Thunder Crow Court","07/08/2013"
431619,5263,"Anthony Card","FEMALE","37428 Tender Branch Lane","01/12/2013"
213100,7039,"Shane Taylor","FEMALE","44008 Quaint Beaver Nook","11/14/2012"
82683,2849,"Andrew Hays","MALE","47085 Round Goat Bank","03/07/2013"
455287,7381,"Anne Fludd","MALE","7545 Dewy Diamond Estates","12/29/2012"
190286,7404,"Frank Mcavoy","FEMALE","95802 Clear Pony Orchard","07/19/2013"
383064,6973,"Gregory Sumpter","FEMALE","2586 Pleasant Lake Glade","07/31/2013"
578957,4922,"Patricia Fisher","MALE","51887 Fallen Embers Saunter","03/18/2012"
560697,7389,"Oscar Mathews","MALE","2517 Cotton Berry Haven","06/25/2013"
305561,9002,"Roderick Bowling","MALE","1800 Windy Pumpkin Wander","06/09/2013"
229108,1040,"Shane Jackson","FEMALE","30639 Hidden Bird Knoll","12/22/2012"
561656,8674,"Robert Heuser","FEMALE","92274 Quiet Horse Stead","05/01/2013"
322921,6534,"Lawrence Ryder","FEMALE","70778 Orange Anchor Vista","07/25/2013"
102069,7934,"Omar Wier","FEMALE","29960 Sleepy Beacon Jetty","05/06/2013"
226845,4951,"Charles Hixon","OTHER","23195 Merry Quail Cove","04/14/2013"
99887,4712,"George Hernandez","FEMALE","94445 Still Autumn Grove","03/24/2013"
248502,3513,"Emily Pryor","MALE","23651 Old Apple Bend","07/12/2013"
400559,5124,"Michael Kroll","MALE","203 Old Bluff Landing","01/08/2013"
99204,8789,"Brenda Neumann","MALE","11554 Pearl Butterfly Vista","12/28/2012"
260846,3109,"Sylvia Jackson","MALE","29674 Gentle Quail Street","07/20/2013"
466097,2701,"Roscoe Fortune","MALE","10090 Auburn Squirrel Bayou","05/26/2013"
575538,5306,"Patricia Lakey","FEMALE","80996 Little Nut Orchard","04/04/2013"
261605,4565,"Pamela Glynn","FEMALE","84 Jagged Elk Point","07/19/2013"
188960,9859,"Linda Richey","FEMALE","11296 Tender Pond Farms","07/07/2013"
96347,4994,"Ronald Brown","MALE","11448 Strong Cloud Grove","04/19/2013"
103715,1317,"June Hall","MALE","94667 Tawny View Gardens","06/10/2013"
409122,1588,"Joyce Dressler","MALE","4401 Golden Mountain Bank","06/17/2013"
476666,4510,"Ronald Mcgrew","MALE","80961 Round Berry Flats","02/15/2013"
332866,302,"George Humphrey","MALE","6029 Rough Barn Vista","02/01/2013"
570402,9147,"Stephan Weeks","FEMALE","27 Dusty Autumn Drive","08/12/2012"
364758,6413,"Thomas Sullivan","FEMALE","1085 Hush Horse Hollow","07/18/2013"
181495,6990,"Lisa Lemire","FEMALE","376 Strong Grove Cove","07/22/2013"
333500,381,"Charles Falk","FEMALE","80077 Dusty Dale Ridge","04/09/2013"
169774,9579,"Haley Batz","FEMALE","68600 Grand Axe Circle","05/26/2013"
491584,2839,"James Carrasco","MALE","3567 Fallen Stone Heights","06/10/2013"
587719,3655,"Michael Anderson","MALE","161 Hazy Branch Glade","11/27/2012"
160993,5773,"Geraldine Ponce","OTHER","18582 Hidden Anchor Villa","12/13/2012"
110260,6713,"Georgina Thomas","MALE","331 Amber Quail Shoal","07/31/2012"
354410,8765,"Jessica Mink","MALE","9164 Blue Cottage Dell","06/20/2013"
469253,7853,"Mike Schofield","MALE","6628 Burning Bluff Hollow","02/24/2013"
266323,7739,"Dixie Dison","MALE","47019 Colonial Squirrel Terrace","06/21/2013"
360436,5426,"Ruby Martin","MALE","8281 Golden Mountain Lace","06/24/2013"
268214,1909,"Timothy Scoggins","MALE","15448 Happy Squirrel Canyon","04/13/2013"
86550,2936,"William Castro","MALE","82520 Orange Autumn Avenue","07/30/2013"
397535,9778,"George Chang","MALE","98989 Calm Feather Avenue","02/18/2013"
487305,385,"Petra Cordes","MALE","4426 Grand Flower Lagoon","07/24/2013"
208906,861,"Patricia Shelton","FEMALE","99235 Windy Cider Villa","05/01/2012"
184540,7857,"Andrew Albert","MALE","13 Long Butterfly Niche","06/24/2013"
262643,518,"Ralph Campbell","FEMALE","77 Pied Goat Turn","07/10/2013"
90299,2190,"Barbara Wingfield","FEMALE","15246 Old Goose Highlands","01/23/2013"
385784,7398,"Agnes Garner","OTHER","640 Still Beaver Swale","03/23/2013"
209794,6641,"Dalia Wilson","FEMALE","21393 Twin Bear Way","05/29/2013"
137172,6814,"Morgan Franklin","FEMALE","43198 Green Sky Alcove","06/12/2013"
379056,8106,"Donna Henson","FEMALE","51077 Broad Feather Park","03/24/2013"
142003,429,"Patrica Jimenez","FEMALE","93480 Lazy Cottage Highlands","12/11/2012"
429546,4208,"Ashley Burge","FEMALE","72281 Sweet Spring Landing","07/11/2013"
330093,966,"Cristina Murry","FEMALE","34805 Rustic Log Cut","11/11/2012"
540378,8614,"Suzette Pacheco","FEMALE","6271 Square Elk Knoll","07/23/2013"
177744,6304,"Elliot Bowden","FEMALE","25698 Gentle Treasure Way","07/14/2013"
381318,4640,"James Claus","MALE","90822 High Leaf Avenue","05/28/2013"
119358,8875,"Adah Dunn","MALE","69345 Little Log Stead","03/25/2013"
256594,4640,"Yvonne Murphy","FEMALE","23785 Hidden Quail Pace","07/02/2013"
273358,3171,"Virginia Dorsey","FEMALE","1243 Long Branch Place","03/29/2013"
541484,752,"Mary Tompkins","MALE","3964 Happy Goat Round","06/04/2013"
422751,2084,"Larry Scarbrough","FEMALE","34878 Silver Zephyr Acres","06/14/2013"
508770,5190,"Ramon Riley","FEMALE","241 Little Anchor Orchard","06/11/2012"
422813,5846,"Jacob Combs","FEMALE","13430 Quaint Nectar Summit","10/25/2012"
115781,5435,"Tyler Flaherty","MALE","76756 Dewy Diamond Niche","02/18/2013"
386623,3565,"Berniece Rosenfeld","MALE","4229 Pretty Robin Swale","07/05/2013"
380153,8506,"Nicholas Guerrero","FEMALE","27412 Tawny Grove Wander","09/20/2011"
538178,104,"Arron Viers","MALE","15780 Broad Lamb Drive","01/09/2013"
449047,4128,"Elsie Smith","MALE","664 Old Pond Woods","07/24/2013"
146755,2357,"Pauline Ferrill","FEMALE","28607 Lone Shadow Circle","04/14/2013"
451283,6379,"Isabel Lara","MALE","88636 Shady Island Mews","05/23/2013"
578933,3081,"Joseph Walt","MALE","38669 Dewy Flower Haven","07/17/2013"
588563,5244,"Theresa Spillane","MALE","99465 Windy Creek Field","07/29/2013"
265824,609,"Rodolfo Elliott","FEMALE","3266 Fallen Prairie Court","06/17/2013"
114474,8116,"Terrie Borkowski","FEMALE","2128 Velvet Nectar Cove","05/27/2013"
162715,4623,"John Quintana","MALE","39066 Indian Shadow Manor","11/30/2012"
294079,523,"Harold Dailey","MALE","49800 Orange Swan Arbor","06/16/2013"
516558,7534,"William Lemon","FEMALE","95132 Green Holly Nook","06/15/2013"
169609,6481,"Stacey King","MALE","9018 Golden Pond Pike","07/05/2013"
51192,186,"Cassandra Houston","MALE","62909 Big Wagon Round","09/15/2012"
479759,8235,"Sue Ortiz","FEMALE","17738 Silver Acorn Canyon","06/24/2013"
331344,5921,"Betty Rhoades","MALE","48503 Crystal Island Dale","03/25/2013"
590095,5722,"Fred Walker","FEMALE","572 Sunny Feather Valley","06/13/2013"
358358,1063,"Janice Laney","MALE","371 Rough Bluff Jetty","06/11/2013"
74950,6032,"Mabel Abner","MALE","33176 Happy Treasure Turn","07/16/2013"
341403,5542,"Miguel Barto","MALE","10596 Quaking Island Cut","07/31/2013"
59033,767,"William Melendez","MALE","3226 Silver Barn Ramble","05/16/2013"
406242,8684,"Edwin Beach","MALE","81791 Pretty Pebble Twist","04/03/2013"
456564,250,"Maryann Mason","MALE","1891 Birch Berry Byway","05/22/2013"
397666,8250,"Judy Stuart","FEMALE","62541 Cool Castle Ridge","11/11/2012"
437756,9504,"Richard Fairchild","FEMALE","7398 Quiet Castle Promenade","07/28/2013"
289644,5591,"Steven Rollings","MALE","18185 Umber River Jetty","06/25/2013"
565995,1939,"Mary Wiseman","MALE","60916 Foggy Brook Ledge","04/20/2013"
508616,9250,"Richard Mapp","FEMALE","3520 Silver Hickory Quay","06/07/2013"
474400,3350,"Lidia Amador","FEMALE","3706 Emerald Chestnut Mews","05/05/2013"
92808,805,"Steven Weiser","MALE","23414 Strong Cottage Grove","10/24/2012"
220041,3930,"Beatrice Candler","FEMALE","148 Sunny Horse Cut","11/27/2012"
423094,3702,"Mike Hoskins","FEMALE","56598 Rustic Gate Villa","01/04/2013"
168279,8523,"Kenneth Brackman","MALE","67346 Jagged Peach Acres","04/01/2013"
263369,9432,"Maria Kirk","FEMALE","55452 Twin Grove Knoll","01/19/2013"
232086,2423,"Ann Pursel","FEMALE","533 Happy Nest Trek","07/03/2013"
341154,4184,"Cameron Gunnell","MALE","11249 High Bear Street","02/26/2013"
301439,7683,"Grace Gamble","MALE","55089 Long Pumpkin Stroll","06/24/2013"
436196,1620,"Jerome Boyd","MALE","53417 Round Bear Path","06/22/2013"
242596,2668,"William Munroe","FEMALE","86708 Stony Stone Corner","06/22/2013"
540312,7910,"Lorraine Parramore","FEMALE","88319 Hush Barn Turn","06/23/2013"
188261,1051,"Mariano Glass","FEMALE","517 Lost Nectar Rove","07/21/2013"
337871,3503,"Carolyn Terry","MALE","57022 Golden Butternut Ridge","05/21/2013"
120080,9322,"Kenneth Rogowski","FEMALE","135 Strong Pumpkin Way","06/22/2013"
257161,7746,"Patricia Cooper","MALE","606 Rose Shadow Stead","01/27/2012"
516731,6185,"Alice Kent","MALE","18048 Tawny Creek Quay","07/31/2013"
526791,6576,"Yvonne Shaw","MALE","57349 Noble Shadow Gardens","07/12/2013"
